filename,size,rseries
07181007_1654_F0010,160.104MiB,R68
07181007_1704_F0001,58.438MiB,R68
07181007_1704_F0002,213.389MiB,R68
07181007_1704_F0003,210.082MiB,R68
07181007_1704_F0004,210.970MiB,R68
07181007_1704_F0005,209.785MiB,R68
07181007_1704_F0006,210.200MiB,R68
07181007_1704_F0007,209.635MiB,R68
07181007_1704_F0008,211.743MiB,R68
07181007_1704_F0009,209.786MiB,R68
07181007_1704_F0010,163.182MiB,R68
07181007_1715_F0001,47.854MiB,R68
07181007_1715_F0002,214.116MiB,R68
07181007_1715_F0003,210.352MiB,R68
07181007_1715_F0004,207.509MiB,R68
07181007_1715_F0005,210.060MiB,R68
07181007_1715_F0006,208.995MiB,R68
07181007_1715_F0007,208.679MiB,R68
07181007_1715_F0008,210.059MiB,R68
07181007_1715_F0009,207.998MiB,R68
07181007_1715_F0010,167.669MiB,R68
07181007_1725_F0001,52.020MiB,R68
07181007_1725_F0002,213.462MiB,R68
07181007_1725_F0003,212.932MiB,R68
07181007_1725_F0004,210.270MiB,R68
07181007_1725_F0005,209.875MiB,R68
07181007_1725_F0006,210.356MiB,R68
07181007_1725_F0007,210.782MiB,R68
07181007_1725_F0008,209.737MiB,R68
07181007_1725_F0009,209.647MiB,R68
07181007_1725_F0010,164.411MiB,R68
07181007_1735_F0001,52.207MiB,R68
07181007_1735_F0002,214.439MiB,R68
07181007_1735_F0003,210.054MiB,R68
07181007_1735_F0004,209.595MiB,R68
07181007_1735_F0005,208.848MiB,R68
07181007_1735_F0006,207.835MiB,R68
07181007_1735_F0007,211.831MiB,R68
07181007_1735_F0008,210.720MiB,R68
07181007_1735_F0009,209.948MiB,R68
07181007_1735_F0010,170.633MiB,R68
07181007_1745_F0001,55.139MiB,R68
07181007_1745_F0002,212.402MiB,R68
07181007_1745_F0003,209.304MiB,R68
07181007_1745_F0004,209.728MiB,R68
07181007_1745_F0005,212.213MiB,R68
07181007_1745_F0006,209.362MiB,R68
07181007_1745_F0007,209.426MiB,R68
07181007_1745_F0008,210.514MiB,R68
07181007_1745_F0009,212.806MiB,R68
07181007_1745_F0010,167.707MiB,R68
07181007_1844_F0001,54.894MiB,R68
07181007_1844_F0002,214.337MiB,R68
07181007_1844_F0003,207.466MiB,R68
07181007_1844_F0004,209.872MiB,R68
07181007_1844_F0005,209.392MiB,R68
07181007_1844_F0006,213.317MiB,R68
07181007_1844_F0007,208.710MiB,R68
07181007_1844_F0008,211.256MiB,R68
07181007_1844_F0009,206.092MiB,R68
07181007_1844_F0010,161.557MiB,R68
07181007_1854_F0001,54.333MiB,R68
07181007_1854_F0002,213.192MiB,R68
07181007_1854_F0003,210.973MiB,R68
07181007_1854_F0004,208.452MiB,R68
07181007_1854_F0005,210.875MiB,R68
07181007_1854_F0006,209.684MiB,R68
07181007_1854_F0007,208.092MiB,R68
07181007_1854_F0008,212.115MiB,R68
07181007_1854_F0009,211.593MiB,R68
07181007_1854_F0010,164.622MiB,R68
07181007_1904_F0001,57.041MiB,R68
07181007_1904_F0002,213.280MiB,R68
07181007_1904_F0003,208.675MiB,R68
07181007_1904_F0004,210.067MiB,R68
07181007_1904_F0005,207.395MiB,R68
07181007_1904_F0006,211.617MiB,R68
07181007_1904_F0007,208.226MiB,R68
07181007_1904_F0008,207.846MiB,R68
07181007_1904_F0009,206.129MiB,R68
07181007_1904_F0010,174.590MiB,R68
07181007_1914_F0001,58.282MiB,R68
07181007_1914_F0002,210.206MiB,R68
07181007_1914_F0003,208.110MiB,R68
07181007_1914_F0004,205.029MiB,R68
07181007_1914_F0005,206.075MiB,R68
07181007_1914_F0006,204.958MiB,R68
07181007_1914_F0007,209.331MiB,R68
07181007_1914_F0008,204.230MiB,R68
07181007_1914_F0009,206.769MiB,R68
07181007_1914_F0010,168.029MiB,R68
07181007_1925_F0001,51.195MiB,R68
07181007_1925_F0002,215.561MiB,R68
07181007_1925_F0003,209.014MiB,R68
07181007_1925_F0004,208.057MiB,R68
07181007_1925_F0005,209.663MiB,R68
07181007_1925_F0006,211.383MiB,R68
07181007_1925_F0007,210.042MiB,R68
07181007_1925_F0008,208.591MiB,R68
07181007_1925_F0009,208.055MiB,R68
07181007_1925_F0010,175.446MiB,R68
07181007_1935_F0001,59.084MiB,R68
07181007_1935_F0002,210.284MiB,R68
07181007_1935_F0003,208.375MiB,R68
07181007_1935_F0004,209.239MiB,R68
07181007_1935_F0005,209.975MiB,R68
07181007_1935_F0006,212.113MiB,R68
07181007_1935_F0007,213.546MiB,R68
07181007_1935_F0008,211.302MiB,R68
07181007_1935_F0009,205.338MiB,R68
07181007_1935_F0010,170.926MiB,R68
07181007_1945_F0001,57.385MiB,R68
07181007_1945_F0002,215.617MiB,R68
07181007_1945_F0003,207.144MiB,R68
07181007_1945_F0004,210.358MiB,R68
07181007_1945_F0005,212.061MiB,R68
07181007_1945_F0006,208.282MiB,R68
07181007_1945_F0007,210.664MiB,R68
07181007_1945_F0008,208.542MiB,R68
07181007_1945_F0009,208.300MiB,R68
07181007_1945_F0010,170.656MiB,R68
07181007_1955_F0001,49.495MiB,R68
07181007_1955_F0002,212.254MiB,R68
07181007_1955_F0003,210.103MiB,R68
07181007_1955_F0004,210.514MiB,R68
07181007_1955_F0005,208.574MiB,R68
07181007_1955_F0006,208.903MiB,R68
07181007_1955_F0007,211.724MiB,R68
07181007_1955_F0008,208.768MiB,R68
07181007_1955_F0009,212.590MiB,R68
07181007_1955_F0010,172.253MiB,R68
07181007_2005_F0001,53.580MiB,R68
07181007_2005_F0002,213.751MiB,R68
07181007_2005_F0003,211.789MiB,R68
07181007_2005_F0004,213.369MiB,R68
07181007_2005_F0005,207.271MiB,R68
07181007_2005_F0006,212.711MiB,R68
07181007_2005_F0007,210.660MiB,R68
07181007_2005_F0008,206.216MiB,R68
07181007_2005_F0009,210.258MiB,R68
07181007_2005_F0010,163.462MiB,R68
07181007_2015_F0001,54.649MiB,R68
07181007_2015_F0002,214.820MiB,R68
07181007_2015_F0003,208.950MiB,R68
07181007_2015_F0004,210.697MiB,R68
07181007_2015_F0005,210.012MiB,R68
07181007_2015_F0006,207.362MiB,R68
07181007_2015_F0007,207.270MiB,R68
07181007_2015_F0008,211.037MiB,R68
07181007_2015_F0009,210.808MiB,R68
07181007_2015_F0010,170.477MiB,R68
07181007_2025_F0001,60.299MiB,R68
07181007_2025_F0002,212.637MiB,R68
07181007_2025_F0003,211.236MiB,R68
07181007_2025_F0004,209.015MiB,R68
07181007_2025_F0005,210.354MiB,R68
07181007_2025_F0006,207.088MiB,R68
07181007_2025_F0007,209.226MiB,R68
07181007_2025_F0008,210.757MiB,R68
07181007_2025_F0009,209.741MiB,R68
07181007_2025_F0010,173.920MiB,R68
07181007_2035_F0001,54.614MiB,R68
07181007_2035_F0002,210.630MiB,R68
07181007_2035_F0003,206.547MiB,R68
07181007_2035_F0004,210.002MiB,R68
07181007_2035_F0005,208.869MiB,R68
07181007_2035_F0006,211.801MiB,R68
07181007_2035_F0007,207.951MiB,R68
07181007_2035_F0008,208.906MiB,R68
07181007_2035_F0009,206.228MiB,R68
07181007_2035_F0010,167.108MiB,R68
07181007_2133_F0001,54.560MiB,R68
07181007_2133_F0002,211.577MiB,R68
07181007_2133_F0003,210.109MiB,R68
07181007_2133_F0004,208.593MiB,R68
07181007_2133_F0005,206.062MiB,R68
07181007_2133_F0006,209.246MiB,R68
07181007_2133_F0007,210.142MiB,R68
07181007_2133_F0008,210.626MiB,R68
07181007_2133_F0009,210.896MiB,R68
07181007_2133_F0010,154.460MiB,R68
07181007_2143_F0001,49.713MiB,R68
07181007_2143_F0002,211.018MiB,R68
07181007_2143_F0003,209.758MiB,R68
07181007_2143_F0004,210.393MiB,R68
07181007_2143_F0005,209.726MiB,R68
07181007_2143_F0006,210.047MiB,R68
07181007_2143_F0007,212.385MiB,R68
07181007_2143_F0008,207.980MiB,R68
07181007_2143_F0009,209.694MiB,R68
07181007_2143_F0010,173.692MiB,R68
07181007_2154_F0001,53.942MiB,R68
07181007_2154_F0002,212.606MiB,R68
07181007_2154_F0003,212.452MiB,R68
07181007_2154_F0004,210.550MiB,R68
07181007_2154_F0005,208.968MiB,R68
07181007_2154_F0006,208.117MiB,R68
07181007_2154_F0007,211.182MiB,R68
07181007_2154_F0008,211.421MiB,R68
07181007_2154_F0009,210.543MiB,R68
07181007_2154_F0010,170.202MiB,R68
07181007_2204_F0001,55.261MiB,R68
07181007_2204_F0002,207.393MiB,R68
07181007_2204_F0003,208.548MiB,R68
07181007_2204_F0004,211.557MiB,R68
07181007_2204_F0005,208.857MiB,R68
07181007_2204_F0006,209.808MiB,R68
07181007_2204_F0007,210.256MiB,R68
07181007_2204_F0008,212.046MiB,R68
07181007_2204_F0009,209.304MiB,R68
07181007_2204_F0010,166.317MiB,R68
07181007_2214_F0001,55.156MiB,R68
07181007_2214_F0002,214.088MiB,R68
07181007_2214_F0003,208.342MiB,R68
07181007_2214_F0004,210.370MiB,R68
07181007_2214_F0005,208.806MiB,R68
07181007_2214_F0006,210.257MiB,R68
07181007_2214_F0007,213.054MiB,R68
07181007_2214_F0008,210.684MiB,R68
07181007_2214_F0009,211.350MiB,R68
07181007_2214_F0010,160.205MiB,R68
07181007_2224_F0001,51.318MiB,R68
07181007_2224_F0002,212.303MiB,R68
07181007_2224_F0003,208.895MiB,R68
07181007_2224_F0004,210.186MiB,R68
07181007_2224_F0005,214.472MiB,R68
07181007_2224_F0006,210.549MiB,R68
07181007_2224_F0007,208.709MiB,R68
07181007_2224_F0008,211.429MiB,R68
07181007_2224_F0009,210.102MiB,R68
07181007_2224_F0010,166.242MiB,R68
07181007_2234_F0001,53.581MiB,R68
07181007_2234_F0002,213.682MiB,R68
07181007_2234_F0003,212.388MiB,R68
07181007_2234_F0004,209.922MiB,R68
07181007_2234_F0005,208.497MiB,R68
07181007_2234_F0006,212.360MiB,R68
07181007_2234_F0007,209.952MiB,R68
07181007_2234_F0008,212.566MiB,R68
07181007_2234_F0009,209.793MiB,R68
07181007_2234_F0010,162.390MiB,R68
07181007_2244_F0001,55.339MiB,R68
07181007_2244_F0002,209.628MiB,R68
07181007_2244_F0003,212.492MiB,R68
07181007_2244_F0004,211.002MiB,R68
07181007_2244_F0005,208.872MiB,R68
07181007_2244_F0006,212.617MiB,R68
07181007_2244_F0007,208.631MiB,R68
07181007_2244_F0008,209.600MiB,R68
07181007_2244_F0009,209.655MiB,R68
07181007_2244_F0010,165.862MiB,R68
07181007_2254_F0001,54.392MiB,R68
07181007_2254_F0002,212.028MiB,R68
07181007_2254_F0003,211.278MiB,R68
07181007_2254_F0004,211.257MiB,R68
07181007_2254_F0005,209.920MiB,R68
07181007_2254_F0006,211.669MiB,R68
07181007_2254_F0007,212.116MiB,R68
07181007_2254_F0008,211.174MiB,R68
07181007_2254_F0009,209.639MiB,R68
07181007_2254_F0010,162.539MiB,R68
07181007_2304_F0001,54.793MiB,R68
07181007_2304_F0002,213.563MiB,R68
07181007_2304_F0003,209.457MiB,R68
07181007_2304_F0004,211.122MiB,R68
07181007_2304_F0005,210.724MiB,R68
07181007_2304_F0006,210.759MiB,R68
07181007_2304_F0007,211.024MiB,R68
07181007_2304_F0008,211.920MiB,R68
07181007_2304_F0009,208.769MiB,R68
07181007_2304_F0010,156.499MiB,R68
07181007_2314_F0001,49.961MiB,R68
07181007_2314_F0002,214.762MiB,R68
07181007_2314_F0003,210.870MiB,R68
07181007_2314_F0004,209.481MiB,R68
07181007_2314_F0005,210.222MiB,R68
07181007_2314_F0006,212.627MiB,R68
07181007_2314_F0007,210.297MiB,R68
07181007_2314_F0008,210.501MiB,R68
07181007_2314_F0009,210.158MiB,R68
07181007_2314_F0010,160.363MiB,R68
07181007_2324_F0001,53.768MiB,R68
07181007_2324_F0002,215.013MiB,R68
07181007_2324_F0003,211.081MiB,R68
07181007_2324_F0004,210.665MiB,R68
07181007_2324_F0005,212.806MiB,R68
07181007_2324_F0006,210.022MiB,R68
07181007_2324_F0007,210.170MiB,R68
07181007_2324_F0008,211.915MiB,R68
07181007_2324_F0009,210.430MiB,R68
07181007_2324_F0010,163.299MiB,R68
07181008_0022_F0001,54.095MiB,R68
07181008_0022_F0002,212.360MiB,R68
07181008_0022_F0003,206.818MiB,R68
07181008_0022_F0004,210.587MiB,R68
07181008_0022_F0005,209.532MiB,R68
07181008_0022_F0006,212.000MiB,R68
07181008_0022_F0007,208.769MiB,R68
07181008_0022_F0008,207.103MiB,R68
07181008_0022_F0009,207.556MiB,R68
07181008_0022_F0010,166.091MiB,R68
07181008_0032_F0001,51.159MiB,R68
07181008_0032_F0002,213.472MiB,R68
07181008_0032_F0003,211.307MiB,R68
07181008_0032_F0004,209.674MiB,R68
07181008_0032_F0005,210.091MiB,R68
07181008_0032_F0006,210.196MiB,R68
07181008_0032_F0007,209.321MiB,R68
07181008_0032_F0008,213.425MiB,R68
07181008_0032_F0009,207.902MiB,R68
07181008_0032_F0010,165.485MiB,R68
07181008_0042_F0001,50.311MiB,R68
07181008_0042_F0002,211.822MiB,R68
07181008_0042_F0003,208.842MiB,R68
07181008_0042_F0004,210.140MiB,R68
07181008_0042_F0005,207.682MiB,R68
07181008_0042_F0006,208.992MiB,R68
07181008_0042_F0007,210.793MiB,R68
07181008_0042_F0008,210.993MiB,R68
07181008_0042_F0009,208.543MiB,R68
07181008_0042_F0010,178.797MiB,R68
07181008_0053_F0001,48.771MiB,R68
07181008_0053_F0002,212.713MiB,R68
07181008_0053_F0003,211.013MiB,R68
07181008_0053_F0004,208.281MiB,R68
07181008_0053_F0005,209.648MiB,R68
07181008_0053_F0006,209.866MiB,R68
07181008_0053_F0007,211.747MiB,R68
07181008_0053_F0008,208.833MiB,R68
07181008_0053_F0009,211.580MiB,R68
07181008_0053_F0010,169.612MiB,R68
07181008_0103_F0001,57.669MiB,R68
07181008_0103_F0002,215.298MiB,R68
07181008_0103_F0003,206.397MiB,R68
07181008_0103_F0004,211.142MiB,R68
07181008_0103_F0005,211.190MiB,R68
07181008_0103_F0006,210.838MiB,R68
07181008_0103_F0007,210.782MiB,R68
07181008_0103_F0008,213.147MiB,R68
07181008_0103_F0009,214.131MiB,R68
07181008_0103_F0010,167.547MiB,R68
07181008_0113_F0001,52.889MiB,R68
07181008_0113_F0002,216.385MiB,R68
07181008_0113_F0003,210.148MiB,R68
07181008_0113_F0004,211.053MiB,R68
07181008_0113_F0005,208.859MiB,R68
07181008_0113_F0006,211.150MiB,R68
07181008_0113_F0007,211.784MiB,R68
07181008_0113_F0008,209.954MiB,R68
07181008_0113_F0009,209.479MiB,R68
07181008_0113_F0010,165.055MiB,R68
07181008_0123_F0001,55.766MiB,R68
07181008_0123_F0002,215.261MiB,R68
07181008_0123_F0003,210.272MiB,R68
07181008_0123_F0004,211.877MiB,R68
07181008_0123_F0005,212.062MiB,R68
07181008_0123_F0006,211.301MiB,R68
07181008_0123_F0007,209.029MiB,R68
07181008_0123_F0008,212.483MiB,R68
07181008_0123_F0009,209.097MiB,R68
07181008_0123_F0010,163.437MiB,R68
07181008_0133_F0001,51.710MiB,R68
07181008_0133_F0002,209.850MiB,R68
07181008_0133_F0003,212.073MiB,R68
07181008_0133_F0004,211.239MiB,R68
07181008_0133_F0005,206.264MiB,R68
07181008_0133_F0006,209.641MiB,R68
07181008_0133_F0007,210.207MiB,R68
07181008_0133_F0008,211.945MiB,R68
07181008_0133_F0009,209.600MiB,R68
07181008_0133_F0010,168.475MiB,R68
07181008_0143_F0001,48.899MiB,R68
07181008_0143_F0002,213.529MiB,R68
07181008_0143_F0003,211.176MiB,R68
07181008_0143_F0004,211.763MiB,R68
07181008_0143_F0005,208.655MiB,R68
07181008_0143_F0006,210.951MiB,R68
07181008_0143_F0007,209.220MiB,R68
07181008_0143_F0008,208.168MiB,R68
07181008_0143_F0009,211.419MiB,R68
07181008_0143_F0010,173.445MiB,R68
07181008_0153_F0001,52.133MiB,R68
07181008_0153_F0002,209.382MiB,R68
07181008_0153_F0003,212.426MiB,R68
07181008_0153_F0004,209.542MiB,R68
07181008_0153_F0005,211.418MiB,R68
07181008_0153_F0006,210.206MiB,R68
07181008_0153_F0007,210.266MiB,R68
07181008_0153_F0008,211.440MiB,R68
07181008_0153_F0009,211.206MiB,R68
07181008_0153_F0010,167.518MiB,R68
07181008_0203_F0001,53.266MiB,R68
07181008_0203_F0002,215.098MiB,R68
07181008_0203_F0003,209.814MiB,R68
07181008_0203_F0004,210.251MiB,R68
07181008_0203_F0005,212.203MiB,R68
07181008_0203_F0006,209.600MiB,R68
07181008_0203_F0007,210.682MiB,R68
07181008_0203_F0008,211.912MiB,R68
07181008_0203_F0009,211.526MiB,R68
07181008_0203_F0010,165.441MiB,R68
07181008_0214_F0001,54.500MiB,R68
07181008_0214_F0002,214.087MiB,R68
07181008_0214_F0003,210.003MiB,R68
07181008_0214_F0004,211.816MiB,R68
07181008_0214_F0005,210.810MiB,R68
07181008_0214_F0006,209.835MiB,R68
07181008_0214_F0007,213.072MiB,R68
07181008_0214_F0008,210.630MiB,R68
07181008_0214_F0009,206.979MiB,R68
07181008_0214_F0010,168.525MiB,R68
07181008_0311_F0001,53.251MiB,R68
07181008_0311_F0002,213.624MiB,R68
07181008_0311_F0003,211.109MiB,R68
07181008_0311_F0004,209.513MiB,R68
07181008_0311_F0005,210.205MiB,R68
07181008_0311_F0006,210.551MiB,R68
07181008_0311_F0007,209.464MiB,R68
07181008_0311_F0008,208.067MiB,R68
07181008_0311_F0009,210.453MiB,R68
07181008_0311_F0010,167.672MiB,R68
07181008_0321_F0001,57.027MiB,R68
07181008_0321_F0002,213.931MiB,R68
07181008_0321_F0003,208.970MiB,R68
07181008_0321_F0004,208.041MiB,R68
07181008_0321_F0005,208.911MiB,R68
07181008_0321_F0006,209.006MiB,R68
07181008_0321_F0007,207.493MiB,R68
07181008_0321_F0008,210.599MiB,R68
07181008_0321_F0009,208.376MiB,R68
07181008_0321_F0010,172.408MiB,R68
07181008_0332_F0001,53.038MiB,R68
07181008_0332_F0002,213.388MiB,R68
07181008_0332_F0003,210.901MiB,R68
07181008_0332_F0004,210.554MiB,R68
07181008_0332_F0005,211.377MiB,R68
07181008_0332_F0006,209.774MiB,R68
07181008_0332_F0007,209.211MiB,R68
07181008_0332_F0008,211.634MiB,R68
07181008_0332_F0009,208.610MiB,R68
07181008_0332_F0010,166.222MiB,R68
07181008_0342_F0001,50.785MiB,R68
07181008_0342_F0002,215.531MiB,R68
07181008_0342_F0003,208.656MiB,R68
07181008_0342_F0004,209.850MiB,R68
07181008_0342_F0005,210.442MiB,R68
07181008_0342_F0006,210.368MiB,R68
07181008_0342_F0007,207.285MiB,R68
07181008_0342_F0008,210.366MiB,R68
07181008_0342_F0009,208.268MiB,R68
07181008_0342_F0010,169.224MiB,R68
07181008_0352_F0001,51.209MiB,R68
07181008_0352_F0002,213.818MiB,R68
07181008_0352_F0003,207.198MiB,R68
07181008_0352_F0004,209.911MiB,R68
07181008_0352_F0005,210.663MiB,R68
07181008_0352_F0006,211.442MiB,R68
07181008_0352_F0007,207.581MiB,R68
07181008_0352_F0008,211.591MiB,R68
07181008_0352_F0009,208.605MiB,R68
07181008_0352_F0010,161.893MiB,R68
07181008_0402_F0001,55.190MiB,R68
07181008_0402_F0002,213.537MiB,R68
07181008_0402_F0003,211.345MiB,R68
07181008_0402_F0004,209.808MiB,R68
07181008_0402_F0005,209.714MiB,R68
07181008_0402_F0006,206.759MiB,R68
07181008_0402_F0007,210.945MiB,R68
07181008_0402_F0008,212.006MiB,R68
07181008_0402_F0009,208.799MiB,R68
07181008_0402_F0010,160.633MiB,R68
07181008_0412_F0001,53.430MiB,R68
07181008_0412_F0002,214.906MiB,R68
07181008_0412_F0003,211.063MiB,R68
07181008_0412_F0004,210.230MiB,R68
07181008_0412_F0005,210.166MiB,R68
07181008_0412_F0006,209.361MiB,R68
07181008_0412_F0007,211.211MiB,R68
07181008_0412_F0008,209.741MiB,R68
07181008_0412_F0009,210.768MiB,R68
07181008_0412_F0010,163.687MiB,R68
07181008_0422_F0001,54.139MiB,R68
07181008_0422_F0002,213.626MiB,R68
07181008_0422_F0003,211.336MiB,R68
07181008_0422_F0004,209.396MiB,R68
07181008_0422_F0005,210.413MiB,R68
07181008_0422_F0006,211.377MiB,R68
07181008_0422_F0007,211.389MiB,R68
07181008_0422_F0008,207.815MiB,R68
07181008_0422_F0009,212.299MiB,R68
07181008_0422_F0010,161.626MiB,R68
07181008_0432_F0001,55.200MiB,R68
07181008_0432_F0002,212.817MiB,R68
07181008_0432_F0003,210.647MiB,R68
07181008_0432_F0004,210.879MiB,R68
07181008_0432_F0005,211.070MiB,R68
07181008_0432_F0006,210.899MiB,R68
07181008_0432_F0007,205.947MiB,R68
07181008_0432_F0008,209.419MiB,R68
07181008_0432_F0009,212.431MiB,R68
07181008_0432_F0010,165.277MiB,R68
07181008_0442_F0001,50.879MiB,R68
07181008_0442_F0002,212.590MiB,R68
07181008_0442_F0003,210.530MiB,R68
07181008_0442_F0004,211.787MiB,R68
07181008_0442_F0005,212.217MiB,R68
07181008_0442_F0006,210.185MiB,R68
07181008_0442_F0007,210.237MiB,R68
07181008_0442_F0008,212.827MiB,R68
07181008_0442_F0009,210.350MiB,R68
07181008_0442_F0010,162.513MiB,R68
07181008_0452_F0001,53.757MiB,R68
07181008_0452_F0002,213.408MiB,R68
07181008_0452_F0003,209.008MiB,R68
07181008_0452_F0004,210.480MiB,R68
07181008_0452_F0005,211.057MiB,R68
07181008_0452_F0006,209.570MiB,R68
07181008_0452_F0007,204.405MiB,R68
07181008_0452_F0008,211.816MiB,R68
07181008_0452_F0009,210.724MiB,R68
07181008_0452_F0010,162.550MiB,R68
07181008_0503_F0001,47.632MiB,R68
07181008_0503_F0002,214.045MiB,R68
07181008_0503_F0003,208.584MiB,R68
07181008_0503_F0004,212.358MiB,R68
07181008_0503_F0005,210.386MiB,R68
07181008_0503_F0006,206.563MiB,R68
07181008_0503_F0007,210.996MiB,R68
07181008_0503_F0008,208.799MiB,R68
07181008_0503_F0009,209.729MiB,R68
07181008_0503_F0010,173.632MiB,R68
07181008_0600_F0001,54.498MiB,R68
07181008_0600_F0002,213.598MiB,R68
07181008_0600_F0003,209.311MiB,R68
07181008_0600_F0004,209.937MiB,R68
07181008_0600_F0005,208.503MiB,R68
07181008_0600_F0006,210.875MiB,R68
07181008_0600_F0007,208.132MiB,R68
07181008_0600_F0008,209.209MiB,R68
07181008_0600_F0009,209.943MiB,R68
07181008_0600_F0010,163.733MiB,R68
07181008_0611_F0001,56.504MiB,R68
07181008_0611_F0002,211.851MiB,R68
07181008_0611_F0003,207.214MiB,R68
07181008_0611_F0004,211.210MiB,R68
07181008_0611_F0005,210.266MiB,R68
07181008_0611_F0006,209.277MiB,R68
07181008_0611_F0007,210.417MiB,R68
07181008_0611_F0008,208.688MiB,R68
07181008_0611_F0009,205.899MiB,R68
07181008_0611_F0010,162.856MiB,R68
07181008_0621_F0001,53.937MiB,R68
07181008_0621_F0002,213.394MiB,R68
07181008_0621_F0003,207.209MiB,R68
07181008_0621_F0004,210.136MiB,R68
07181008_0621_F0005,211.273MiB,R68
07181008_0621_F0006,210.022MiB,R68
07181008_0621_F0007,209.647MiB,R68
07181008_0621_F0008,211.059MiB,R68
07181008_0621_F0009,208.060MiB,R68
07181008_0621_F0010,158.806MiB,R68
07181008_0631_F0001,50.707MiB,R68
07181008_0631_F0002,213.286MiB,R68
07181008_0631_F0003,209.053MiB,R68
07181008_0631_F0004,210.541MiB,R68
07181008_0631_F0005,211.728MiB,R68
07181008_0631_F0006,209.073MiB,R68
07181008_0631_F0007,210.686MiB,R68
07181008_0631_F0008,206.071MiB,R68
07181008_0631_F0009,209.234MiB,R68
07181008_0631_F0010,173.961MiB,R68
07181008_0641_F0001,54.698MiB,R68
07181008_0641_F0002,213.186MiB,R68
07181008_0641_F0003,211.320MiB,R68
07181008_0641_F0004,208.111MiB,R68
07181008_0641_F0005,209.167MiB,R68
07181008_0641_F0006,208.161MiB,R68
07181008_0641_F0007,207.419MiB,R68
07181008_0641_F0008,209.981MiB,R68
07181008_0641_F0009,210.955MiB,R68
07181008_0641_F0010,173.890MiB,R68
07181008_0651_F0001,53.096MiB,R68
07181008_0651_F0002,212.724MiB,R68
07181008_0651_F0003,209.624MiB,R68
07181008_0651_F0004,209.360MiB,R68
07181008_0651_F0005,208.344MiB,R68
07181008_0651_F0006,207.783MiB,R68
07181008_0651_F0007,210.422MiB,R68
07181008_0651_F0008,209.765MiB,R68
07181008_0651_F0009,211.348MiB,R68
07181008_0651_F0010,172.840MiB,R68
07181008_0701_F0001,54.436MiB,R68
07181008_0701_F0002,213.860MiB,R68
07181008_0701_F0003,211.588MiB,R68
07181008_0701_F0004,209.323MiB,R68
07181008_0701_F0005,213.030MiB,R68
07181008_0701_F0006,207.649MiB,R68
07181008_0701_F0007,213.593MiB,R68
07181008_0701_F0008,211.554MiB,R68
07181008_0701_F0009,207.525MiB,R68
07181008_0701_F0010,169.653MiB,R68
07181008_0711_F0001,50.831MiB,R68
07181008_0711_F0002,217.033MiB,R68
07181008_0711_F0003,206.613MiB,R68
07181008_0711_F0004,208.287MiB,R68
07181008_0711_F0005,209.657MiB,R68
07181008_0711_F0006,210.991MiB,R68
07181008_0711_F0007,210.302MiB,R68
07181008_0711_F0008,207.991MiB,R68
07181008_0711_F0009,211.878MiB,R68
07181008_0711_F0010,174.521MiB,R68
07181008_0721_F0001,54.827MiB,R68
07181008_0721_F0002,214.250MiB,R68
07181008_0721_F0003,211.372MiB,R68
07181008_0721_F0004,210.492MiB,R68
07181008_0721_F0005,214.850MiB,R68
07181008_0721_F0006,207.653MiB,R68
07181008_0721_F0007,210.558MiB,R68
07181008_0721_F0008,211.244MiB,R68
07181008_0721_F0009,210.782MiB,R68
07181008_0721_F0010,166.558MiB,R68
07181008_0731_F0001,55.046MiB,R68
07181008_0731_F0002,214.117MiB,R68
07181008_0731_F0003,210.666MiB,R68
07181008_0731_F0004,210.930MiB,R68
07181008_0731_F0005,209.537MiB,R68
07181008_0731_F0006,212.839MiB,R68
07181008_0731_F0007,208.665MiB,R68
07181008_0731_F0008,209.963MiB,R68
07181008_0731_F0009,205.799MiB,R68
07181008_0731_F0010,171.835MiB,R68
07181008_0742_F0001,57.605MiB,R68
07181008_0742_F0002,212.026MiB,R68
07181008_0742_F0003,209.755MiB,R68
07181008_0742_F0004,209.404MiB,R68
07181008_0742_F0005,212.398MiB,R68
07181008_0742_F0006,211.621MiB,R68
07181008_0742_F0007,208.620MiB,R68
07181008_0742_F0008,212.256MiB,R68
07181008_0742_F0009,210.768MiB,R68
07181008_0742_F0010,162.404MiB,R68
07181008_0752_F0001,55.595MiB,R68
07181008_0752_F0002,213.500MiB,R68
07181008_0752_F0003,210.466MiB,R68
07181008_0752_F0004,215.294MiB,R68
07181008_0752_F0005,210.408MiB,R68
07181008_0752_F0006,209.774MiB,R68
07181008_0752_F0007,209.747MiB,R68
07181008_0752_F0008,209.905MiB,R68
07181008_0752_F0009,210.525MiB,R68
07181008_0752_F0010,163.532MiB,R68
07181008_0850_F0001,55.099MiB,R68
07181008_0850_F0002,213.410MiB,R68
07181008_0850_F0003,204.178MiB,R68
07181008_0850_F0004,205.101MiB,R68
07181008_0850_F0005,210.839MiB,R68
07181008_0850_F0006,208.235MiB,R68
07181008_0850_F0007,208.808MiB,R68
07181008_0850_F0008,207.658MiB,R68
07181008_0850_F0009,207.096MiB,R68
07181008_0850_F0010,159.356MiB,R68
07181008_0900_F0001,54.143MiB,R68
07181008_0900_F0002,212.865MiB,R68
07181008_0900_F0003,210.678MiB,R68
07181008_0900_F0004,209.767MiB,R68
07181008_0900_F0005,210.768MiB,R68
